age,year,LE,LE_Bs,LE_bs,LE_Cs,LE_cs,LE_ds,LE_cC,Lstar,Lstar_Bs,Lstar_bs,Lstar_Cs,Lstar_cs,Lstar_ds,Lstar_cC,Lmed,Lmed_Bs,Lmed_bs,Lmed_Cs,Lmed_cs,Lmed_ds,Lmed_cC,h,h_Bs,h_bs,h_Cs,h_cs,h_ds,h_cC,H,H_Bs,H_bs,H_Cs,H_cs,H_ds,H_cC,mortality,survival
0,1958,73.77313112412438,1.226155756167687,2.1215627764531546,0.9500611410355382,57.960876630949286,-2868.0212304138136,0.1629312329115848,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,77.40657209564628,0.2688546862020464,0.46603749130665084,0.991372193514793,46.83384086660197,-1241.7345440628405,NaN,1.8084857101427874,0.10109037170239149,0.17492356179737792,0.00929061505131408,9.016240654958505,-205.04551876606928,-0.031020322662766196,0.16390214433240702,-0.016568928693331365,-0.028670346872854337,-0.0015227517290724898,-1.4777811771653995,33.60740021151212,NaN,0.017297552587188743,1.0
1,1958,73.42366156735059,0.2404274470911067,0.5640026935820885,0.9582081451311862,58.271912601634355,-2819.516860432171,0.17812812710966647,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,76.54718372519814,0.05226821894072455,0.12277964235282722,0.9914282923544393,45.34847794968667,-1211.6222041567191,NaN,1.8498708756620745,0.020758107395901632,0.04869743255215921,0.009972697827713642,9.51908616232122,-210.76675631465548,-0.02693824052996558,0.15725747076949664,-0.0032643674670293967,-0.007658035075958459,-0.0015682812371197135,-1.496947413924502,33.144647020289206,NaN,0.003843710541500846,0.9912145259175289
2,1958,72.58271868755885,0.04682402496303254,0.13866488579236103,0.9599975009616857,58.18138274260645,-2752.5754555869516,0.19318373718057977,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,75.58156798197565,0.010264768624934965,0.030431377517634334,0.9913919988956914,44.94899301907104,-1192.428520373877,NaN,1.8500130941057684,0.004089955263712142,0.012112469277700723,0.010266729196892109,9.643665022896013,-207.82606803213392,-0.025103042140285407,0.1572351074470207,-0.0006430845553545808,-0.0019045054083253457,-0.0016142902683865638,-1.5163227060569755,32.677554137342604,NaN,0.0011962423774503222,0.9890601183798208
3,1958,71.64545891860858,0.009105588562821091,0.03257045275807209,0.9605088837306918,57.99907277615538,-2682.8241088194354,0.20896622726022673,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,74.5952759235932,0.0020198328811534268,0.007231518926763305,0.9913325360239028,44.75762852230427,-1175.333308871953,NaN,1.8416531676913799,0.0007990024891418062,0.0028580972218376203,0.010480082033132446,9.687610758931742,-203.14665565524075,-0.023765007828898843,0.15855509117081895,-0.0001266859125435111,-0.0004531658655732757,-0.001661670362238297,-1.5360200071102097,32.20993650846916,NaN,0.0006782942780250772,0.9882005645186394
4,1958,70.68929866863007,0.0017699255946261557,0.007420487321313533,0.9607491307341486,57.78549255494546,-2613.2875684531896,0.2257031164414684,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,73.60497563020367,0.00039760095915448437,0.0016682814703150722,0.9912627999112475,44.60312689534353,-1158.6596063660422,NaN,1.8314664942177075,0.00015580478721770698,0.0006532342168198166,0.010679656109403059,9.714556293972809,-198.16992119184945,-0.02247056932871799,0.16017849461443326,-2.4956576266503015e-5,-0.00010463407347711277,-0.0017106512386189563,-1.556063003014331,31.74255965436517,NaN,0.000580297099178607,0.9875921202973488
5,1958,69.72933314263756,0.0003439455559501203,0.0016537384334078292,0.960915410722376,57.55170871702448,-2544.548659485378,0.24348515008442656,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,72.61394763732419,7.827255084955955e-5,0.0003766069419094362,0.9911847677289457,44.45151533153049,-1142.0833458535926,NaN,1.8207640310924416,3.0365862871091074e-5,0.00014600551988101218,0.010878997591183305,9.737105387204899,-193.1760686861158,-0.021120089044517325,0.16190200550108982,-4.916294109038502e-6,-2.363858645057264e-5,-0.001761331527842812,-1.5764568899663416,31.275592935128643,NaN,0.000565451283199692,0.987029156839795
6,1958,68.76851945620018,6.682559610264259e-5,0.0003624423492588399,0.9610449395403858,57.2990148077057,-2476.720358168313,0.26237499421724547,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,71.62284409114507,1.5409008944898564e-5,8.362613817268955e-5,0.9910982086498267,44.29574468530763,-1125.5414469549003,NaN,1.809799314473638,5.916641986576279e-6,3.209052276119679e-5,0.01108081560241203,9.757663499670258,-188.219543365061,-0.019689931326374564,0.16368698311506913,-9.684773010361643e-7,-5.252800787990347e-6,-0.0018137852763950887,-1.5972025005127952,30.809089216684352,NaN,0.0005674382340219784,0.986470776382409
7,1958,67.80745561242593,1.2980998339605156e-5,7.839573342746653e-5,0.9611432766968963,57.02673946529888,-2409.8253925928993,0.28243038528751174,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,70.63180059794115,3.0334550682436002e-6,1.8330271750215127e-5,0.9910023929908478,44.13403243933942,-1109.0213338753335,NaN,1.798619251096999,1.1525741422748798e-6,6.960777673287496e-6,0.011285653378599185,9.776630544225391,-183.31165051272293,-0.018172056117184886,0.1655272821211935,-1.9078246376589673e-7,-1.1521985960243841e-6,-0.0018680835307145506,-1.6182990822856806,30.343079290551728,NaN,0.0005732364410622996,0.9859084683168956
8,1958,66.84628280169672,2.5211072775422624e-6,1.6777468928947202e-5,0.9612096116077004,56.73377955053623,-2343.869172972034,0.30370911321662747,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,69.64085180189558,5.971653562237513e-7,3.976130993056022e-6,0.9908964244226681,43.96560115443129,-1092.5201932268958,NaN,1.7872304439477988,2.2447628533903177e-7,1.49386344076355e-6,0.01149361955332208,9.794010788788727,-178.45548086034142,-0.016561477684296996,0.16742321613601305,-3.7582530764508766e-8,-2.5010740331128864e-7,-0.0019242987506538091,-1.6397447851284799,29.87759054270632,NaN,0.0005803300926727437,0.9853400537138769
9,1958,65.88505541004889,4.895232969740352e-7,3.5590260663942617e-6,0.961241738782395,56.418900169339,-2278.853793760517,0.32627050730026175,102.0342068485884,0.02549084421335438,0.0441862823966428,0.999181974184948,-208.82369947807058,-155.1898554313251,NaN,68.65001326096626,1.1755766297069136e-7,8.551051255285585e-7,0.990779299179395,43.789837713702596,-1076.0370822858335,NaN,1.7756316408054849,4.370959545675002e-8,3.1778791119123503e-7,0.011704732048902395,9.809727788336659,-173.65255932650098,-0.014853806493449176,0.16937643063920957,-7.403372146511756e-9,-5.382577124418326e-8,-0.001982505736130269,-1.6615366783255092,29.41265067009209,NaN,0.0005882783356141231,0.9847645502636836
